id;Atendido pela produção?;CFOP do item de pedido;Classificação da grade do item;Cliente;CNPJ do cliente;CNPJ/CPF do cliente do pedido;Código da empresa;Código da proposta;Código do cliente do pedido;Código do produto;Código do produto no cliente;Código secundário do produto;Condição de pagamento do pedido;Contato;Data de emissão;Data de entrega;Data do início do relacionamento com a pessoa;Descrição do produto;Empresa;Família de produto do item de pedido de venda;Grupo de produto do item de pedido de venda;Id do item de pedido;Id do pedido;Item do pedido de compra do cliente de item do pedido de venda;Item do pedido de venda;Modalidade de transporte do pedido de venda;Município do cliente;Nome da transportadora do pedido de venda;Observações do pedido de venda;Pedido compra do cliente do item de pedido de venda;Pedido de venda;Preço unitário;Qtde antedida pela produção;Qtde atendida;Qtde devolvida;Qtde pedida;Qtde produzida;Razão social do cliente;Representante do pedido de venda;Saldo;Saldo pronto para faturar;Status;Telefone do cliente;Tipo de movimentação do item de pedido;Tipo de movimentação do pedido;Tipo de pedido;Tipo de produto do item de pedido de venda;UF do cliente;Unidade de medida;Valor de Outras despesas acessórias do item de pedido;Valor do COFINS do item de pedido;Valor do Frete do item de pedido;Valor do ICMS Desonerado do item de pedido;Valor do ICMS do item de pedido;Valor do ICMS ST do item de pedido;Valor do IPI do item de pedido;Valor do PIS do item de pedido;Valor do Seguro do item de pedido;Valor total do item do pedido do item de pedido;Valor total do produto com desconto do item de pedido;Valor total do produto do item de pedido;Vendedor
184;true;6101;;KC CAMAÇARI;02.290.277/0025-07;02.290.277/0025-07;1;132;142;A4418PL20;;;;Jackson;07/02/2019 00:00;09/03/2019 08:51;14/09/2018 00:00;BICO SMART COAT UM-25 CENTRALIZADO 2 VIAS + BEAD ESQUERDO;Applic Hot Melt Aplications;;BICO SMART;184;121;;2;0) Contratação do Frete por conta do Remetente (CIF);Camaçari;BBM KC CAMAÇARI;;6200052372;PV00123;2.050,01;2;0;0;2;0;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;;2;0;Liberado;3475-2171 / (11) 3475-2113;Venda de produção do estabelecimento;Venda de produção do estabelecimento;;Produto acabado;BA;PEÇA;0;0;0;0;;0;0;0;0;4.100,02;4.100,02;4.100,02;FELIPE CASANOVA
183;true;6101;;KC CAMAÇARI;02.290.277/0025-07;02.290.277/0025-07;1;132;142;A4417PL20;;;;Jackson;07/02/2019 00:00;09/03/2019 08:51;14/09/2018 00:00;BICO SMART COAT UM-25 CENTRALIZADO 2 VIAS + BEAD DIREITO;Applic Hot Melt Aplications;;BICO SMART;183;121;;1;0) Contratação do Frete por conta do Remetente (CIF);Camaçari;BBM KC CAMAÇARI;;6200052372;PV00123;2.050,01;2;0;0;2;0;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;;2;0;Liberado;3475-2171 / (11) 3475-2113;Venda de produção do estabelecimento;Venda de produção do estabelecimento;;Produto acabado;BA;PEÇA;0;0;0;0;;0;0;0;0;4.100,02;4.100,02;4.100,02;FELIPE CASANOVA
182;true;5933;;MARDAM INDUSTRIA;03.713.939/0001-91;03.713.939/0001-91;1;67;8;S072;;;30 / 45 / 60 DDL;Fablo Lopes;06/02/2019 00:00;26/02/2019 16:09;28/03/2018 00:00;SERVICO DE TEFLONAGEM DA PALHETA;Applic Hot Melt Aplications;;RETROFIT DE COLEIRO;182;120;;1;0) Contratação do Frete por conta do Remetente (CIF);Poá;;"a) Prazo de entrega: passará a vigorar após o pedido de compra recebido.
b) Deverá constar no pedido de compra o número da proposta comercial.
c) Frete: Posto Applic - Mogi das Cruzes (FOB)
d) Garantia: 120 dias
e) Não destacamos os impostos por estarmos enquadrados no simples nacional";;PV00122;420;2;0;0;2;0;MARDAM INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;;2;0;Liberado;2148-2518 / (11) 2148-2500;Venda de Serviço;Venda de Serviço;SEPARAÇÃO;Produto industrializado;SP;PEÇA;0;;0;0;;0;0;;0;840;840;840;FRANCO
181;false;5101;;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;02.290.277/0019-50;02.290.277/0019-50;1;;124;A200PL32;;7173115;75 DDL;;06/02/2019 00:00;25/02/2019 00:00;02/08/2018 00:00;KIT REPARO SC2 COMPLETO;Applic Hot Melt Aplications;;KIT REPARO;181;119;;1;0) Contratação do Frete por conta do Remetente (CIF);Suzano;;;4503519238;PV00121;2.081,50;0;3;0;3;0;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;;0;0;Atendido totalmente;55 (11) 3117--5555;Venda de produção do estabelecimento;Venda de produção do estabelecimento;SEPARAÇÃO;Produto acabado;SP;PEÇA;0;0;0;0;;0;0;0;0;6.244,50;6.244,50;6.244,50;FELIPE CASANOVA
180;true;5933;;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;02.290.277/0019-50;02.290.277/0019-50;1;148;124;SERV.0002;;;;;04/02/2019 00:00;24/02/2019 15:40;02/08/2018 00:00;SERVIÇO LIMPEZA DE FILTRO;Applic Hot Melt Aplications;;;180;118;;1;0) Contratação do Frete por conta do Remetente (CIF);Suzano;;"a) Prazo de entrega: passará a vigorar após o pedido de compra recebido.
b) Deverá constar no pedido de compra o número da proposta comercial.
c) Frete: Posto Applic - Mogi das Cruzes (FOB)
d) Garantia: 120 dias
e) Não destacamos os impostos por estarmos enquadrados no simples nacional
f) Condição de pagamento: 75 DDL";;PV00120;14,5;56;0;0;56;56;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;;56;56;Liberado;55 (11) 3117--5555;Venda de Serviço;Venda de Serviço;;Serviço;SP;UNIDADE;0;;0;0;;0;0;;0;812;812;812;FRANCO
179;true;;;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;02.290.277/0019-50;02.290.277/0019-50;1;122;124;S028;;;;;04/02/2019 00:00;06/03/2019 10:36;02/08/2018 00:00;SERVIÇO DE REFORMA DE MANGUEIRAS;Applic Hot Melt Aplications;;REFORMA DE MANGUEIRAS;179;117;;1;0) Contratação do Frete por conta do Remetente (CIF);Suzano;;;4503517169;PV00119;1.890;1;0;0;1;1;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;;1;1;Liberado;55 (11) 3117--5555;;Venda de Serviço;;Produto comercializado;SP;UNIDADE;0;;0;0;;0;0;;0;1.890;1.890;1.890;FRANCO
178;true;5101;;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;02.290.277/0019-50;02.290.277/0019-50;1;130;124;S028;;;;;04/02/2019 00:00;06/03/2019 10:21;02/08/2018 00:00;SERVIÇO DE REFORMA DE MANGUEIRAS;Applic Hot Melt Aplications;;REFORMA DE MANGUEIRAS;178;116;;3;0) Contratação do Frete por conta do Remetente (CIF);Suzano;;"a) Prazo de entrega: passará a vigorar após o pedido de compra recebido.
b) Deverá constar no pedido de compra o número da proposta comercial.
c) Frete: Posto Applic - Mogi das Cruzes (FOB)
d) Garantia: 120 dias
e) Não destacamos os impostos por estarmos enquadrados no simples nacional
f) Condição de pagamento: 75 DDL
g) Referente a NF234949";4503517169;PV00118;1.890;1;0;0;1;0;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;;1;0;Liberado;55 (11) 3117--5555;Venda de produção do estabelecimento;Venda de Serviço;;Produto comercializado;SP;UNIDADE;0;;0;0;;0;0;;0;1.890;1.890;1.890;FRANCO
177;true;5101;;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;02.290.277/0019-50;02.290.277/0019-50;1;130;124;S058;;;;;04/02/2019 00:00;06/03/2019 10:21;02/08/2018 00:00;SERVIÇO DE REFORMA DE BOMBA;Applic Hot Melt Aplications;;REFORMA DE BOMBA;177;116;;2;0) Contratação do Frete por conta do Remetente (CIF);Suzano;;"a) Prazo de entrega: passará a vigorar após o pedido de compra recebido.
b) Deverá constar no pedido de compra o número da proposta comercial.
c) Frete: Posto Applic - Mogi das Cruzes (FOB)
d) Garantia: 120 dias
e) Não destacamos os impostos por estarmos enquadrados no simples nacional
f) Condição de pagamento: 75 DDL
g) Referente a NF234949";4503517169;PV00118;2.300;1;0;0;1;0;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;;1;0;Liberado;55 (11) 3117--5555;Venda de produção do estabelecimento;Venda de Serviço;;Serviço;SP;UNIDADE;0;;0;0;;0;0;;0;2.300;2.300;2.300;FRANCO
176;true;5101;;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;02.290.277/0019-50;02.290.277/0019-50;1;130;124;S058;;;;;04/02/2019 00:00;06/03/2019 10:21;02/08/2018 00:00;SERVIÇO DE REFORMA DE BOMBA;Applic Hot Melt Aplications;;REFORMA DE BOMBA;176;116;;1;0) Contratação do Frete por conta do Remetente (CIF);Suzano;;"a) Prazo de entrega: passará a vigorar após o pedido de compra recebido.
b) Deverá constar no pedido de compra o número da proposta comercial.
c) Frete: Posto Applic - Mogi das Cruzes (FOB)
d) Garantia: 120 dias
e) Não destacamos os impostos por estarmos enquadrados no simples nacional
f) Condição de pagamento: 75 DDL
g) Referente a NF234949";4503517169;PV00118;3.100;1;0;0;1;0;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;;1;0;Liberado;55 (11) 3117--5555;Venda de produção do estabelecimento;Venda de Serviço;;Serviço;SP;UNIDADE;0;;0;0;;0;0;;0;3.100;3.100;3.100;FRANCO
175;true;6101;;FACEPA;04.909.479/0001-34;04.909.479/0001-34;1;;158;A810PL32;;;;ROSELI;31/01/2019 00:00;25/02/2019 00:00;20/09/2018 00:00;MODULO COMPLETO UM25-ALUMINIO;Applic Hot Melt Aplications;;MÓDULO UM;175;115;;3;0) Contratação do Frete por conta do Remetente (CIF);Belém;CRISTALLI;"a) Prazo de entrega: passará a vigorar após o pedido de compra recebido.
b) Deverá constar no pedido de compra o número da proposta comercial.
c) Frete: Posto Applic - Mogi das Cruzes (FOB)
d) Garantia: 120 dias
e) Não destacamos os impostos por estarmos enquadrados no simples nacional";70872;PV00117;2.369,57;4;0;0;4;0;FACEPA FABRICA DE PAPEL DA AMAZONIA S.A;;4;0;Liberado;55 (91) 4005-7329;Venda de produção do estabelecimento;Venda de produção do estabelecimento;SEPARAÇÃO;Produto acabado;PA;PEÇA;0;;0;0;;0;0;;0;9.004,37;9.004,37;9.478,28;FRANCO
174;true;6101;;FACEPA;04.909.479/0001-34;04.909.479/0001-34;1;;158;A2836PL45;;1092308;;ROSELI;31/01/2019 00:00;25/02/2019 00:00;20/09/2018 00:00;BICO SUREWRAP 2 FUROS PN 1092308;Applic Hot Melt Aplications;;BICO SUREWRAP;174;115;;2;0) Contratação do Frete por conta do Remetente (CIF);Belém;CRISTALLI;"a) Prazo de entrega: passará a vigorar após o pedido de compra recebido.
b) Deverá constar no pedido de compra o número da proposta comercial.
c) Frete: Posto Applic - Mogi das Cruzes (FOB)
d) Garantia: 120 dias
e) Não destacamos os impostos por estarmos enquadrados no simples nacional";70872;PV00117;1.423,91;4;0;0;4;0;FACEPA FABRICA DE PAPEL DA AMAZONIA S.A;;4;0;Liberado;55 (91) 4005-7329;Venda de produção do estabelecimento;Venda de produção do estabelecimento;SEPARAÇÃO;Produto acabado;PA;UNIDADE;0;;0;0;;0;0;;0;5.410,86;5.410,86;5.695,64;FRANCO
173;true;6101;;FACEPA;04.909.479/0001-34;04.909.479/0001-34;1;;158;A199PL32;;;;ROSELI;31/01/2019 00:00;25/02/2019 00:00;20/09/2018 00:00;KIT REPARO UM 22/25/50;Applic Hot Melt Aplications;;MÓDULO UM;173;115;;1;0) Contratação do Frete por conta do Remetente (CIF);Belém;CRISTALLI;"a) Prazo de entrega: passará a vigorar após o pedido de compra recebido.
b) Deverá constar no pedido de compra o número da proposta comercial.
c) Frete: Posto Applic - Mogi das Cruzes (FOB)
d) Garantia: 120 dias
e) Não destacamos os impostos por estarmos enquadrados no simples nacional";70872;PV00117;572,83;0;0;0;4;0;FACEPA FABRICA DE PAPEL DA AMAZONIA S.A;;4;0;Liberado;55 (91) 4005-7329;Venda de produção do estabelecimento;Venda de produção do estabelecimento;SEPARAÇÃO;Produto industrializado;PA;PEÇA;0;;0;0;;0;0;;0;2.176,75;2.176,75;2.291,32;FRANCO
172;true;5101;;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;02.290.277/0019-50;02.290.277/0019-50;1;;124;A200PL32;;7173115;75 DDL;Camila;31/01/2019 00:00;15/03/2019 00:00;02/08/2018 00:00;KIT REPARO SC2 COMPLETO;Applic Hot Melt Aplications;;KIT REPARO;172;114;;1;0) Contratação do Frete por conta do Remetente (CIF);Suzano;;;4503515576;PV00116;2.080,50;15;15;0;15;0;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;;0;0;Atendido totalmente;55 (11) 3117--5555;Venda de produção do estabelecimento;Venda de produção do estabelecimento;SEPARAÇÃO;Produto acabado;SP;PEÇA;0;0;0;0;;0;0;0;0;31.207,50;31.207,50;31.207,50;
171;false;5933;;ZUIKO;15.500.776/0001-48;15.500.776/0001-48;1;;146;SERV.2000;;;28 DDL;;30/01/2019 00:00;31/01/2019 00:00;14/09/2018 00:00;MANUTENCAO EM EQUIPAMENTOS ESPECIAIS;Applic Hot Melt Aplications;;STANDARD PARTS;171;113;;3;0) Contratação do Frete por conta do Remetente (CIF);Pindamonhangaba;;; 008422/18 -1 ;PV00115;2.996,86;0;1;0;1;0;ZUIKO INDUSTRIA DE MAQUINAS LTDA.;;0;0;Atendido totalmente;55 (12) 3642--7028;Venda de Serviço;;SEPARAÇÃO;Serviço;SP;UNIDADE;0;;0;0;;0;0;;0;2.996,86;2.996,86;2.996,86;
170;false;5933;;ZUIKO;15.500.776/0001-48;15.500.776/0001-48;1;;146;SERV.2000;;;28 DDL;;30/01/2019 00:00;31/01/2019 00:00;14/09/2018 00:00;MANUTENCAO EM EQUIPAMENTOS ESPECIAIS;Applic Hot Melt Aplications;;STANDARD PARTS;170;113;;2;0) Contratação do Frete por conta do Remetente (CIF);Pindamonhangaba;;; 008422/18 -1 ;PV00115;2.996,86;0;1;0;1;0;ZUIKO INDUSTRIA DE MAQUINAS LTDA.;;0;0;Atendido totalmente;55 (12) 3642--7028;Venda de Serviço;;SEPARAÇÃO;Serviço;SP;UNIDADE;0;;0;0;;0;0;;0;2.996,86;2.996,86;2.996,86;
169;false;5933;;ZUIKO;15.500.776/0001-48;15.500.776/0001-48;1;;146;SERV.2000;;;28 DDL;;30/01/2019 00:00;31/01/2019 00:00;14/09/2018 00:00;MANUTENCAO EM EQUIPAMENTOS ESPECIAIS;Applic Hot Melt Aplications;;STANDARD PARTS;169;113;;1;0) Contratação do Frete por conta do Remetente (CIF);Pindamonhangaba;;; 008422/18 -1 ;PV00115;5.705,35;0;1;0;1;0;ZUIKO INDUSTRIA DE MAQUINAS LTDA.;;0;0;Atendido totalmente;55 (12) 3642--7028;Venda de Serviço;;SEPARAÇÃO;Serviço;SP;UNIDADE;0;;0;0;;0;0;;0;5.705,35;5.705,35;5.705,35;
168;true;5101;;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;02.290.277/0019-50;02.290.277/0019-50;1;;124;A160PL32;;1019706;;Camila;29/01/2019 00:00;25/02/2019 00:00;02/08/2018 00:00;ORING BICO CF;Applic Hot Melt Aplications;;ORING;168;112;;3;0) Contratação do Frete por conta do Remetente (CIF);Suzano;;;4503514982;PV00114;12,54;0;200;0;200;0;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;;0;0;Atendido totalmente;55 (11) 3117--5555;Venda de produção do estabelecimento;Venda de produção do estabelecimento;SEPARAÇÃO;Materia prima;SP;PEÇA;0;0;0;0;;0;0;0;0;2.508;2.508;2.508;
167;true;5101;;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;02.290.277/0019-50;02.290.277/0019-50;1;;124;A138PL32;;;;Camila;29/01/2019 00:00;06/03/2019 00:00;02/08/2018 00:00;ANEL O´RING VITON 48X2MM;Applic Hot Melt Aplications;;ORING;167;112;;2;0) Contratação do Frete por conta do Remetente (CIF);Suzano;;;4503514982;PV00114;12,6;0;100;0;100;0;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;;0;0;Atendido totalmente;55 (11) 3117--5555;Venda de produção do estabelecimento;Venda de produção do estabelecimento;SEPARAÇÃO;Materia prima;SP;PEÇA;0;0;0;0;;0;0;0;0;1.260;1.260;1.260;
166;true;5101;;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;02.290.277/0019-50;02.290.277/0019-50;1;;124;A175PL45;;1067905;;Camila;29/01/2019 00:00;06/03/2019 00:00;02/08/2018 00:00;CONJUNTO ORING E CONEXÃO VÁLVULA UA MACHO;Applic Hot Melt Aplications;;STANDARD PARTS;166;112;;1;0) Contratação do Frete por conta do Remetente (CIF);Suzano;;;4503514982;PV00114;23,47;0;4;0;4;0;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;;0;0;Atendido totalmente;55 (11) 3117--5555;Venda de produção do estabelecimento;Venda de produção do estabelecimento;SEPARAÇÃO;Produto acabado;SP;PEÇA;0;0;0;0;;0;0;0;0;93,88;93,88;93,88;
165;true;6101;;CCM;12.288.046/0001-37;12.288.046/0001-37;1;;151;A199PL32;;;28/35/42/56;Erica Miranda;29/01/2019 00:00;12/02/2019 00:00;14/09/2018 00:00;KIT REPARO UM 22/25/50;Applic Hot Melt Aplications;;MÓDULO UM;165;111;;1;0) Contratação do Frete por conta do Remetente (CIF);Uberaba;;"Codigo Rastreio: DY195966862BR NF 2004
";;PV00113;445;5;5;0;5;5;CCM INDUSTRIA E COMERCIO DE PRODUTOS DESCARTAVEIS S.A.;;0;0;Atendido totalmente;55 (34) 3326--5800;Venda de produção do estabelecimento;Venda de produção do estabelecimento;SEPARAÇÃO;Produto industrializado;MG;PEÇA;0;;0;0;;0;0;;0;2.225;2.225;2.225;FRANCO
164;true;5101;;CMPC;44.145.845/0011-12;44.145.845/0011-12;1;;145;A810PL32;;;;Andre;21/02/2019 00:00;04/02/2019 00:00;14/09/2018 00:00;MODULO COMPLETO UM25-ALUMINIO;Applic Hot Melt Aplications;;MÓDULO UM;164;110;;1;0) Contratação do Frete por conta do Remetente (CIF);Caieiras;;;;PV00112;2.050;5;0;0;5;0;MELHORAMENTOS CMPC LTDA;;5;0;Liberado;;Venda de produção do estabelecimento;Venda de produção do estabelecimento;SEPARAÇÃO;Produto acabado;SP;PEÇA;0;0;0;0;;0;0;0;0;10.250;10.250;10.250;FRANCO
163;true;5933;;MARDAM INDUSTRIA;03.713.939/0001-91;03.713.939/0001-91;1;137;8;S058;;;;;28/01/2019 00:00;17/02/2019 17:21;28/03/2018 00:00;SERVIÇO DE REFORMA DE BOMBA;Applic Hot Melt Aplications;;REFORMA DE BOMBA;163;109;;1;0) Contratação do Frete por conta do Remetente (CIF);Poá;;"a) Prazo de entrega: passará a vigorar após o pedido de compra recebido.
b) Deverá constar no pedido de compra o número da proposta comercial.
c) Frete: Posto Applic - Mogi das Cruzes (FOB)
d) Garantia: 120 dias
e) Não destacamos os impostos por estarmos enquadrados no simples nacional
f) Condições de pagamento: 30 DDL";;PV00111;2.350;1;1;0;1;0;MARDAM INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;;0;0;Atendido totalmente;2148-2518 / (11) 2148-2500;Venda de Serviço;Venda de Serviço;;Serviço;SP;UNIDADE;0;;0;0;;0;0;;0;2.279;2.279;2.350;FRANCO
162;true;5101;;P & G;01.358.874/0016-64;01.358.874/0016-64;1;127;218;A4408PL09;;;;;14/02/2019 00:00;04/02/2019 10:37;07/11/2018 00:00;SHIMPLATE 67 3 0,15mm P&G;Applic Hot Melt Aplications;;LÂMINAS;162;108;;2;0) Contratação do Frete por conta do Remetente (CIF);Louveira;;;;PV00110;335,78;2;1;0;2;0;PROCTER & GAMBLE INDUSTRIAL E COMERCIAL LTDA;;0;0;Atendido com corte;55 (11) 4572--2727;Venda de produção do estabelecimento;Venda de produção do estabelecimento;;Produto acabado;SP;UNIDADE;0;0;0;0;;0;0;0;0;671,56;671,56;671,56;FRANCO
161;true;5101;;P & G;01.358.874/0016-64;01.358.874/0016-64;1;127;218;A4407PL09;;;;;14/02/2019 00:00;15/02/2019 10:37;07/11/2018 00:00;SHIMPLATE 67 1 0,15mm P&G;Applic Hot Melt Aplications;;LÂMINAS;161;108;;1;0) Contratação do Frete por conta do Remetente (CIF);Louveira;;;;PV00110;335,78;2;1;0;2;0;PROCTER & GAMBLE INDUSTRIAL E COMERCIAL LTDA;;0;0;Atendido com corte;55 (11) 4572--2727;Venda de produção do estabelecimento;Venda de produção do estabelecimento;;Produto acabado;SP;UNIDADE;0;0;0;0;;0;0;0;0;671,56;671,56;671,56;FRANCO
160;true;5101;;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;02.290.277/0019-50;02.290.277/0019-50;1;;124;A168PL32;;401853;75 DDL;Camila;28/01/2019 00:00;20/02/2019 00:00;02/08/2018 00:00;QUAD-RING 8,2x1,78;Applic Hot Melt Aplications;;ORING;160;107;;1;0) Contratação do Frete por conta do Remetente (CIF);Suzano;;;4503513212;PV00109;30,7;110;110;0;110;110;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;;0;0;Atendido totalmente;55 (11) 3117--5555;Venda de produção do estabelecimento;Venda de produção do estabelecimento;SEPARAÇÃO;Produto comercializado;SP;UNIDADE;0;0;0;0;;0;0;0;0;3.377;3.377;3.377;
159;true;6101;;KC CAMAÇARI;02.290.277/0025-07;02.290.277/0025-07;1;;142;A1141PL20;;;75 DDL;Jackson;25/01/2019 00:00;07/03/2019 00:00;14/09/2018 00:00;BICO BEAD Ø1 mm;Applic Hot Melt Aplications;;BICO BEAD;159;106;;1;0) Contratação do Frete por conta do Remetente (CIF);Camaçari;BBM KC CAMAÇARI;;4503512218;PV00108;1.750,01;2;2;0;2;2;KIMBERLY -CLARK BRASIL INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;;0;0;Atendido totalmente;3475-2171 / (11) 3475-2113;Venda de produção do estabelecimento;Venda de produção do estabelecimento;;Produto acabado;BA;PEÇA;0;0;0;0;;0;0;0;0;3.500,02;3.500,02;3.500,02;
158;true;;;Adler Pelzer Da Bahia Ltda.;02.441.724/0001-04;02.441.724/0001-04;1;;247;S028;;;;;25/01/2019 00:00;01/02/2019 00:00;18/01/2019 00:00;SERVIÇO DE REFORMA DE MANGUEIRAS;Applic Hot Melt Aplications;;REFORMA DE MANGUEIRAS;158;105;;2;0) Contratação do Frete por conta do Remetente (CIF);Dias d'Ávila;;;83025;PV00107;552;1;1;0;1;1;PELZER DA BAHIA LTDA;;0;0;Atendido totalmente;2107-4177 / (71) 2107-4167;Venda de Serviço;Venda de Serviço;;Produto comercializado;BA;UNIDADE;0;;0;0;;0;0;;0;552;552;552;FRANCO
157;true;;;Adler Pelzer Da Bahia Ltda.;02.441.724/0001-04;02.441.724/0001-04;1;;247;S028;;;;;25/01/2019 00:00;01/02/2019 00:00;18/01/2019 00:00;SERVIÇO DE REFORMA DE MANGUEIRAS;Applic Hot Melt Aplications;;REFORMA DE MANGUEIRAS;157;105;;1;0) Contratação do Frete por conta do Remetente (CIF);Dias d'Ávila;;;83025;PV00107;1.132;1;1;0;1;1;PELZER DA BAHIA LTDA;;0;0;Atendido totalmente;2107-4177 / (71) 2107-4167;Venda de Serviço;Venda de Serviço;;Produto comercializado;BA;UNIDADE;0;;0;0;;0;0;;0;1.132;1.132;1.132;FRANCO
156;true;6101;;CCM;12.288.046/0001-37;12.288.046/0001-37;1;;151;A810PL32;;;28/35/42/56;Erica Miranda;23/01/2019 00:00;07/02/2019 00:00;14/09/2018 00:00;MODULO COMPLETO UM25-ALUMINIO;Applic Hot Melt Aplications;;MÓDULO UM;156;104;;1;0) Contratação do Frete por conta do Remetente (CIF);Uberaba;;"Codigo Rastreio: DY195966862BR NF 2005
";;PV00106;2.050;3;3;0;3;3;CCM INDUSTRIA E COMERCIO DE PRODUTOS DESCARTAVEIS S.A.;;0;0;Atendido totalmente;55 (34) 3326--5800;Venda de produção do estabelecimento;Venda de produção do estabelecimento;SEPARAÇÃO;Produto acabado;MG;PEÇA;0;0;0;0;;0;0;0;0;5.880;5.880;6.150;FRANCO
155;true;5933;;MARDAM INDUSTRIA;03.713.939/0001-91;03.713.939/0001-91;1;67;8;S072;;;30 / 45 / 60 DDL;Fablo Lopes;23/01/2019 00:00;12/02/2019 16:09;28/03/2018 00:00;SERVICO DE TEFLONAGEM DA PALHETA;Applic Hot Melt Aplications;;RETROFIT DE COLEIRO;155;103;;1;0) Contratação do Frete por conta do Remetente (CIF);Poá;;"a) Prazo de entrega: passará a vigorar após o pedido de compra recebido.
b) Deverá constar no pedido de compra o número da proposta comercial.
c) Frete: Posto Applic - Mogi das Cruzes (FOB)
d) Garantia: 120 dias
e) Não destacamos os impostos por estarmos enquadrados no simples nacional";;PV00105;420;2;2;0;2;2;MARDAM INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA;;0;0;Atendido totalmente;2148-2518 / (11) 2148-2500;Venda de Serviço;Venda de Serviço;SEPARAÇÃO;Produto industrializado;SP;PEÇA;0;;0;0;;0;0;;0;840;840;840;FRANCO
154;false;7101;;KIMBERLY CLARK - COSTA RICA;;;1;;177;A1965PL12;;;;DIEGO;23/01/2019 00:00;28/02/2019 00:00;15/10/2018 00:00;CORPO MÓDULO UM25-INOX;Applic Hot Melt Aplications;;MÓDULO UM;154;102;;1;0) Contratação do Frete por conta do Remetente (CIF);Exterior;;;4503510668;PV00104;1.960;1;0;0;2;0;KIMBERLY CLARK - COSTA RICA;;0;0;Atendido com corte;506 25900900;Venda de produção do estabelecimento;Venda de produção do estabelecimento;;Produto acabado;EX;PEÇA;0;0;0;0;;0;0;0;0;3.920;3.920;3.920;
153;true;6101;;ACTIVE SENADOR CANEDO;22.010.816/0001-39;22.010.816/0001-39;1;;134;A1077PL45;;;;CLAUDIO DIAS;22/01/2019 00:00;23/01/2019 00:00;10/09/2018 00:00;MÓDULO SPEED COAT2 - SEM VALVULA-NORGREN;Applic Hot Melt Aplications;;MÓDULO SPEED COAT;153;101;;1;0) Contratação do Frete por conta do Remetente (CIF);Senador Canedo;;;4505413306;PV00103;6.198,30;1;0;0;1;1;ACTIVE INDUSTRIA DE COSMETICOS S.A.;;1;1;Liberado;3878-8448 / (62) 3878-8175;Venda de produção do estabelecimento;Venda de produção do estabelecimento;SEPARAÇÃO;Produto industrializado;GO;PEÇA;0;;0;0;;0;0;;0;6.198,30;6.198,30;6.198,30;FRANCO
